UID,DAY_OF_WEEK,CRS_DEP_TIME,TAXI_OUT,TAXI_IN,ACTUAL_ELAPSED_TIME,DISTANCE,DISTANCE_GROUP,AIRLINE_ID,FL_DATE,ORIGIN_CITY_MARKET_ID,DEST_CITY_MARKET_ID,FL_NUM,UNIQUE_CARRIER,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST,DEST_CITY_NAME,DEST_STATE_ABR,FIRST_DEP_TIME,ARR_DELAY
1651,4,840,9,4,187,"1,313",6,19393,2017-04-06,31453,33570,1724,WN,HOU,"Houston, TX",TX,SAN,"San Diego, CA",CA,,8
1652,1,1645,12,5,111,663,3,19393,2017-04-17,30852,31136,1336,WN,BWI,"Baltimore, MD",MD,JAX,"Jacksonville, FL",FL,,-14
1653,6,1719,11,4,65,296,2,20304,2017-04-15,31066,30977,5200,OO,CMH,"Columbus, OH",OH,ORD,"Chicago, IL",IL,,-28
1654,7,900,9,10,62,239,1,19393,2017-04-09,30194,31453,6372,WN,DAL,"Dallas, TX",TX,HOU,"Houston, TX",TX,,-6
1655,7,1421,10,5,163,"1,046",5,20409,2017-04-02,34819,32467,1654,B6,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,,52
1656,5,1527,12,4,87,393,2,19790,2017-04-14,33198,31650,2655,DL,MCI,"Kansas City, MO",MO,MSP,"Minneapolis, MN",MN,,-10
1658,4,745,13,14,168,"1,069",5,20409,2017-04-27,31703,32467,1701,B6,JFK,"New York, NY",NY,FLL,"Fort Lauderdale, FL",FL,,-30
1659,3,1830,12,6,105,606,3,19790,2017-04-26,30977,30397,2009,DL,ORD,"Chicago, IL",IL,ATL,"Atlanta, GA",GA,,-24
1660,7,1840,22,8,85,353,2,20304,2017-04-02,30285,30466,3061,OO,DRO,"Durango, CO",CO,PHX,"Phoenix, AZ",AZ,,6
1661,6,1520,11,4,142,952,4,19393,2017-04-22,34027,30198,2853,WN,PBI,"West Palm Beach/Palm Beach, FL",FL,PIT,"Pittsburgh, PA",PA,,-18
1663,7,1258,12,7,153,989,4,20409,2017-04-23,31454,31703,846,B6,MCO,"Orlando, FL",FL,SWF,"Newburgh/Poughkeepsie, NY",NY,,-17
1664,1,2005,36,5,132,650,3,20304,2017-04-10,31650,32945,3551,OO,MSP,"Minneapolis, MN",MN,LEX,"Lexington, KY",KY,,-2
1666,3,1810,16,6,98,453,2,19805,2017-04-26,31295,34100,1792,AA,DTW,"Detroit, MI",MI,PHL,"Philadelphia, PA",PA,,-2
1667,2,1230,9,15,85,369,2,19393,2017-04-18,30721,30852,616,WN,BOS,"Boston, MA",MA,BWI,"Baltimore, MD",MD,,2
1668,2,1300,20,4,92,448,2,19790,2017-04-04,31650,31123,1210,DL,MSP,"Minneapolis, MN",MN,STL,"St. Louis, MO",MO,,1
1669,6,1455,12,3,66,325,2,19393,2017-04-22,32457,32575,2738,WN,OAK,"Oakland, CA",CA,BUR,"Burbank, CA",CA,,1
1670,2,2000,6,6,78,423,2,19393,2017-04-11,30977,33316,4283,WN,MDW,"Chicago, IL",IL,OMA,"Omaha, NE",NE,,16
1672,3,1800,55,4,95,181,1,19393,2017-04-19,33851,30194,53,WN,OKC,"Oklahoma City, OK",OK,DAL,"Dallas, TX",TX,,56
1674,5,800,10,4,68,337,2,19805,2017-04-14,34492,34100,2071,AA,RDU,"Raleigh/Durham, NC",NC,PHL,"Philadelphia, PA",PA,,-23
1675,4,835,13,5,120,584,3,19790,2017-04-13,34614,32457,1109,DL,SLC,"Salt Lake City, UT",UT,SJC,"San Jose, CA",CA,,-11
1676,3,1330,11,4,110,776,4,19977,2017-04-26,34262,30325,1211,UA,PSP,"Palm Springs, CA",CA,DEN,"Denver, CO",CO,,-30
1677,3,1727,8,9,142,852,4,20416,2017-04-05,30158,31454,303,NK,ACY,"Atlantic City, NJ",NJ,MCO,"Orlando, FL",FL,,116
1678,3,1550,21,11,75,209,1,20304,2017-04-19,31638,32575,5317,OO,FAT,"Fresno, CA",CA,LAX,"Los Angeles, CA",CA,,-7
1679,6,2036,15,28,70,109,1,20304,2017-04-15,33570,32575,5444,OO,SAN,"San Diego, CA",CA,LAX,"Los Angeles, CA",CA,,5
1680,4,1500,12,6,141,896,4,19977,2017-04-13,33342,30325,1975,UA,MKE,"Milwaukee, WI",WI,DEN,"Denver, CO",CO,,-27
1681,4,1030,63,13,271,"1,389",6,19805,2017-04-13,31703,30194,1131,AA,LGA,"New York, NY",NY,DFW,"Dallas/Fort Worth, TX",TX,,19
1682,7,1605,15,3,107,588,3,20304,2017-04-09,30977,30928,5825,OO,ORD,"Chicago, IL",IL,ICT,"Wichita, KS",KS,,-21
1683,5,1025,13,6,167,"1,217",5,19805,2017-04-21,30194,30852,2248,AA,DFW,"Dallas/Fort Worth, TX",TX,BWI,"Baltimore, MD",MD,,-15
1685,7,2007,15,3,181,888,4,19977,2017-04-30,30325,30977,243,UA,DEN,"Denver, CO",CO,ORD,"Chicago, IL",IL,,33
1686,4,1610,59,12,390,"2,454",10,21171,2017-04-06,31703,32575,167,VX,EWR,"Newark, NJ",NJ,LAX,"Los Angeles, CA",CA,,103
1687,4,530,8,4,101,569,3,19393,2017-04-13,34057,32457,1316,WN,PDX,"Portland, OR",OR,SJC,"San Jose, CA",CA,,-10
1688,7,1705,13,3,87,413,2,19977,2017-04-02,30852,30721,822,UA,IAD,"Washington, DC",VA,BOS,"Boston, MA",MA,,-15
1689,2,826,9,7,47,163,1,19690,2017-04-18,32758,32134,117,HA,KOA,"Kona, HI",HI,HNL,"Honolulu, HI",HI,,0
1690,5,700,27,7,329,"1,979",8,19805,2017-04-21,30852,30466,433,AA,DCA,"Washington, DC",VA,PHX,"Phoenix, AZ",AZ,,9
1691,5,530,7,6,87,611,3,19393,2017-04-21,30977,30852,1920,WN,MDW,"Chicago, IL",IL,BWI,"Baltimore, MD",MD,,-24
1692,2,1835,29,10,133,590,3,20304,2017-04-25,32575,34614,3010,OO,LAX,"Los Angeles, CA",CA,SLC,"Salt Lake City, UT",UT,,12
1693,1,1755,13,11,109,581,3,19790,2017-04-03,32467,30397,1615,DL,FLL,"Fort Lauderdale, FL",FL,ATL,"Atlanta, GA",GA,,148
1694,4,515,12,5,179,"1,182",5,20416,2017-04-27,30977,32467,409,NK,ORD,"Chicago, IL",IL,FLL,"Fort Lauderdale, FL",FL,,-7
1695,7,1450,25,8,130,672,3,19930,2017-04-09,32457,30559,933,AS,OAK,"Oakland, CA",CA,SEA,"Seattle, WA",WA,,4
1696,4,1345,12,7,327,"2,342",10,19805,2017-04-06,32467,32575,2543,AA,MIA,"Miami, FL",FL,LAX,"Los Angeles, CA",CA,,14
1697,4,610,16,4,156,"1,020",5,19790,2017-04-27,31703,31650,1919,DL,LGA,"New York, NY",NY,MSP,"Minneapolis, MN",MN,,-33
1698,7,1625,13,4,145,933,4,19930,2017-04-30,33570,34057,571,AS,SAN,"San Diego, CA",CA,PDX,"Portland, OR",OR,,-4
1700,5,905,8,21,179,"1,076",5,19393,2017-04-07,34653,32211,1837,WN,TUL,"Tulsa, OK",OK,LAS,"Las Vegas, NV",NV,,-2
1701,7,1758,13,15,92,372,2,19977,2017-04-23,32457,32575,366,UA,SFO,"San Francisco, CA",CA,SNA,"Santa Ana, CA",CA,,-7
1702,3,710,20,8,231,"1,597",7,19977,2017-04-12,31453,30721,1253,UA,IAH,"Houston, TX",TX,BOS,"Boston, MA",MA,,-4
1703,6,2059,24,5,69,187,1,19805,2017-04-29,31703,30721,1105,AA,JFK,"New York, NY",NY,BOS,"Boston, MA",MA,,-11
1704,4,1307,10,6,45,163,1,19690,2017-04-27,32758,32134,127,HA,KOA,"Kona, HI",HI,HNL,"Honolulu, HI",HI,,-3
1705,3,1655,20,6,197,"1,258",6,19805,2017-04-19,30721,32467,1086,AA,BOS,"Boston, MA",MA,MIA,"Miami, FL",FL,,-5
1706,2,640,11,4,293,"2,454",10,19790,2017-04-11,34057,31703,752,DL,PDX,"Portland, OR",OR,JFK,"New York, NY",NY,,-29
1707,3,815,10,8,108,711,3,19393,2017-04-19,30977,31703,775,WN,MDW,"Chicago, IL",IL,EWR,"Newark, NJ",NJ,,-14
1708,7,710,6,5,75,405,2,19393,2017-04-02,30977,33198,6345,WN,MDW,"Chicago, IL",IL,MCI,"Kansas City, MO",MO,,-20
1709,3,2200,10,7,51,241,1,19790,2017-04-26,31295,30792,1458,DL,DTW,"Detroit, MI",MI,BUF,"Buffalo, NY",NY,,-16
1710,2,1244,10,8,64,237,1,19790,2017-04-18,33342,31295,2466,DL,MKE,"Milwaukee, WI",WI,DTW,"Detroit, MI",MI,,-14
1711,1,1410,16,4,140,751,4,20304,2017-04-10,30436,32457,5193,OO,TUS,"Tucson, AZ",AZ,SFO,"San Francisco, CA",CA,,52
1712,7,1055,12,5,303,"2,419",10,19977,2017-04-30,32457,30852,309,UA,SFO,"San Francisco, CA",CA,IAD,"Washington, DC",VA,,-16
1713,1,945,9,4,68,370,2,19393,2017-04-10,32575,30466,1316,WN,LAX,"Los Angeles, CA",CA,PHX,"Phoenix, AZ",AZ,,32
1714,4,830,21,4,88,280,2,19805,2017-04-13,30721,34100,1838,AA,BOS,"Boston, MA",MA,PHL,"Philadelphia, PA",PA,,-12
1716,7,1535,23,10,152,919,4,19805,2017-04-09,30852,32467,1811,AA,DCA,"Washington, DC",VA,MIA,"Miami, FL",FL,,-31
1717,7,1216,16,4,49,157,1,20304,2017-04-23,31295,34696,4533,OO,DTW,"Detroit, MI",MI,SBN,"South Bend, IN",IN,,-20
1718,2,1218,17,8,258,"2,052",9,19977,2017-04-11,32575,30647,1913,UA,LAX,"Los Angeles, CA",CA,CLE,"Cleveland, OH",OH,,-19
1719,1,1132,17,3,181,"1,056",5,20409,2017-04-24,34027,31703,1168,B6,PBI,"West Palm Beach/Palm Beach, FL",FL,HPN,"White Plains, NY",NY,,27
1720,1,2140,8,10,84,456,2,19393,2017-04-03,30693,31295,122,WN,BNA,"Nashville, TN",TN,DTW,"Detroit, MI",MI,,29
1721,4,1358,13,8,72,250,2,19790,2017-04-27,30397,31504,1717,DL,ATL,"Atlanta, GA",GA,VPS,"Valparaiso, FL",FL,,11
1722,4,1124,25,12,303,"2,398",10,19977,2017-04-06,32134,32457,1604,UA,HNL,"Honolulu, HI",HI,SFO,"San Francisco, CA",CA,,-1
1723,5,1733,9,5,59,316,2,19977,2017-04-14,30977,30647,702,UA,ORD,"Chicago, IL",IL,CLE,"Cleveland, OH",OH,,-28
1724,4,1137,15,3,79,406,2,19790,2017-04-20,30397,33195,1373,DL,ATL,"Atlanta, GA",GA,TPA,"Tampa, FL",FL,,-7
1725,2,2011,4,7,31,100,1,19690,2017-04-18,33830,32134,125,HA,OGG,"Kahului, HI",HI,HNL,"Honolulu, HI",HI,,-11
1726,4,715,33,8,179,"1,075",5,20304,2017-04-13,31453,31295,4661,OO,IAH,"Houston, TX",TX,DTW,"Detroit, MI",MI,,0
1727,7,1345,29,11,381,"2,475",10,19790,2017-04-23,31703,32575,451,DL,JFK,"New York, NY",NY,LAX,"Los Angeles, CA",CA,,4
1728,6,1300,15,8,64,241,1,20366,2017-04-08,30894,30397,5372,EV,GTR,"Columbus, MS",MS,ATL,"Atlanta, GA",GA,,-17
1729,1,1725,12,6,198,"1,246",5,21171,2017-04-10,30194,32575,885,VX,DAL,"Dallas, TX",TX,LAX,"Los Angeles, CA",CA,,-5
1730,7,1555,9,9,90,414,2,21171,2017-04-16,32211,32457,47,VX,LAS,"Las Vegas, NV",NV,SFO,"San Francisco, CA",CA,,9
1731,5,700,23,5,93,393,2,19790,2017-04-28,31650,33198,1825,DL,MSP,"Minneapolis, MN",MN,MCI,"Kansas City, MO",MO,,-4
1732,4,934,10,4,41,82,1,19930,2017-04-27,31401,35841,65,AS,KTN,"Ketchikan, AK",AK,WRG,"Wrangell, AK",AK,,3
1733,7,835,12,7,181,"1,024",5,19393,2017-04-30,30325,30559,3751,WN,DEN,"Denver, CO",CO,SEA,"Seattle, WA",WA,,11
1734,5,815,32,7,70,113,1,20304,2017-04-07,30469,31295,4695,OO,AZO,"Kalamazoo, MI",MI,DTW,"Detroit, MI",MI,,-2
1735,4,1455,16,6,142,834,4,19393,2017-04-13,31454,30198,937,WN,MCO,"Orlando, FL",FL,PIT,"Pittsburgh, PA",PA,,1
1736,4,1349,16,3,141,731,3,19790,2017-04-27,30397,30194,1513,DL,ATL,"Atlanta, GA",GA,DFW,"Dallas/Fort Worth, TX",TX,,3
1737,5,1656,16,3,74,377,2,20304,2017-04-14,30397,32323,4943,OO,ATL,"Atlanta, GA",GA,ILM,"Wilmington, NC",NC,,-15
1738,6,1620,9,4,174,"1,246",5,19393,2017-04-15,32575,30194,5649,WN,LAX,"Los Angeles, CA",CA,DAL,"Dallas, TX",TX,,-7
1739,5,1110,17,8,121,594,3,20366,2017-04-14,31871,31703,3945,EV,GSP,"Greer, SC",SC,EWR,"Newark, NJ",NJ,,-4
1740,7,1915,33,6,155,861,4,19805,2017-04-30,31454,34100,2008,AA,MCO,"Orlando, FL",FL,PHL,"Philadelphia, PA",PA,,23
1741,4,1910,10,6,193,"1,369",6,20304,2017-04-13,34057,33316,3386,OO,PDX,"Portland, OR",OR,OMA,"Omaha, NE",NE,,-3
1742,6,1110,11,5,198,"1,476",6,19393,2017-04-01,32457,30423,4754,WN,SJC,"San Jose, CA",CA,AUS,"Austin, TX",TX,,12
1743,4,1559,12,8,171,"1,337",6,19805,2017-04-06,30325,31057,1820,AA,DEN,"Denver, CO",CO,CLT,"Charlotte, NC",NC,"1,601",55
1746,4,1219,13,4,52,200,1,19977,2017-04-13,31703,30721,1853,UA,EWR,"Newark, NJ",NJ,BOS,"Boston, MA",MA,,46
1747,2,700,11,22,114,501,3,20366,2017-04-25,30980,30977,4309,EV,CHA,"Chattanooga, TN",TN,ORD,"Chicago, IL",IL,,-2
1748,1,1010,14,9,151,957,4,19790,2017-04-24,31295,31454,2128,DL,DTW,"Detroit, MI",MI,MCO,"Orlando, FL",FL,,-3
1749,1,853,30,4,168,"1,150",5,19805,2017-04-03,30466,31423,2094,AA,PHX,"Phoenix, AZ",AZ,DSM,"Des Moines, IA",IA,,-11
1750,7,1215,12,5,94,528,3,19790,2017-04-02,30397,30647,1292,DL,ATL,"Atlanta, GA",GA,CAK,"Akron, OH",OH,,-8
1751,6,1515,19,8,68,235,1,20304,2017-04-22,30977,31295,3035,OO,ORD,"Chicago, IL",IL,DTW,"Detroit, MI",MI,,-13
1752,4,2040,12,8,85,453,2,19790,2017-04-06,31295,34100,2428,DL,DTW,"Detroit, MI",MI,PHL,"Philadelphia, PA",PA,,185
1753,7,1249,13,15,320,"2,485",10,19790,2017-04-23,33830,32575,1354,DL,OGG,"Kahului, HI",HI,LAX,"Los Angeles, CA",CA,,2
1754,1,1215,21,3,149,868,4,19805,2017-04-17,30194,30466,549,AA,DFW,"Dallas/Fort Worth, TX",TX,PHX,"Phoenix, AZ",AZ,,2
1756,4,615,12,7,95,588,3,19790,2017-04-06,32457,34614,1170,DL,OAK,"Oakland, CA",CA,SLC,"Salt Lake City, UT",UT,,-16
1757,7,1220,11,4,76,406,2,19790,2017-04-23,30397,33195,2330,DL,ATL,"Atlanta, GA",GA,TPA,"Tampa, FL",FL,,-15
1758,5,1240,12,4,133,853,4,19393,2017-04-28,30325,33570,818,WN,DEN,"Denver, CO",CO,SAN,"San Diego, CA",CA,,14
1759,7,1405,10,5,205,"1,092",5,19393,2017-04-23,31703,32467,5926,WN,ISP,"Islip, NY",NY,FLL,"Fort Lauderdale, FL",FL,,19
1760,3,2029,3,4,80,539,3,19930,2017-04-26,33873,30299,153,AS,OME,"Nome, AK",AK,ANC,"Anchorage, AK",AK,,-16
1761,3,1209,17,5,178,"1,237",5,20409,2017-04-26,32467,30721,1070,B6,FLL,"Fort Lauderdale, FL",FL,BOS,"Boston, MA",MA,,3
1762,1,1815,31,29,161,733,3,19977,2017-04-03,30977,31703,692,UA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,,23
1763,3,715,12,10,101,599,3,19805,2017-04-12,30977,31057,875,AA,ORD,"Chicago, IL",IL,CLT,"Charlotte, NC",NC,,-28
1764,5,2045,8,4,96,612,3,19393,2017-04-28,30693,33195,909,WN,BNA,"Nashville, TN",TN,TPA,"Tampa, FL",FL,,1
1765,1,655,17,57,293,"1,535",7,20304,2017-04-10,31650,32575,5425,OO,MSP,"Minneapolis, MN",MN,LAX,"Los Angeles, CA",CA,,25
1766,4,1857,23,3,179,"1,262",6,19805,2017-04-06,30466,31123,1017,AA,PHX,"Phoenix, AZ",AZ,STL,"St. Louis, MO",MO,,-12
1767,2,545,23,5,58,164,1,20304,2017-04-25,30431,30397,4590,OO,AVL,"Asheville, NC",NC,ATL,"Atlanta, GA",GA,,-9
1768,5,1436,20,7,137,632,3,19790,2017-04-28,30721,31295,1076,DL,BOS,"Boston, MA",MA,DTW,"Detroit, MI",MI,,-12
1770,7,752,10,19,108,569,3,19805,2017-04-16,30140,30194,1282,AA,ABQ,"Albuquerque, NM",NM,DFW,"Dallas/Fort Worth, TX",TX,,-5
1771,5,1730,9,6,76,327,2,19393,2017-04-07,30721,30852,1915,WN,PVD,"Providence, RI",RI,BWI,"Baltimore, MD",MD,,13
1772,3,2125,24,7,136,762,4,19790,2017-04-26,30397,31703,2907,DL,ATL,"Atlanta, GA",GA,LGA,"New York, NY",NY,,41
1773,3,1948,12,8,104,674,3,20416,2017-04-12,33495,32467,680,NK,MSY,"New Orleans, LA",LA,FLL,"Fort Lauderdale, FL",FL,,-21
1774,7,901,40,4,108,334,2,19790,2017-04-23,30977,31650,2182,DL,ORD,"Chicago, IL",IL,MSP,"Minneapolis, MN",MN,,8
1775,7,915,40,4,142,760,4,19977,2017-04-30,30977,30994,1181,UA,ORD,"Chicago, IL",IL,CHS,"Charleston, SC",SC,,8
1777,1,2059,12,9,77,399,2,20409,2017-04-17,30852,30721,1190,B6,DCA,"Washington, DC",VA,BOS,"Boston, MA",MA,,-28
1778,2,950,26,4,116,626,3,20304,2017-04-04,31650,31066,4573,OO,MSP,"Minneapolis, MN",MN,CMH,"Columbus, OH",OH,,-8
1779,3,1818,3,13,49,118,1,20304,2017-04-19,33344,30977,5089,OO,MKG,"Muskegon, MI",MI,ORD,"Chicago, IL",IL,,-23
1780,3,1345,18,7,70,207,1,20304,2017-04-05,35380,31295,4806,OO,TVC,"Traverse City, MI",MI,DTW,"Detroit, MI",MI,,1
1781,2,1850,18,4,168,"1,276",6,19805,2017-04-18,30466,31650,1744,AA,PHX,"Phoenix, AZ",AZ,MSP,"Minneapolis, MN",MN,,-21
1783,2,1510,15,4,55,192,1,20366,2017-04-25,30397,30868,5505,EV,ATL,"Atlanta, GA",GA,CAE,"Columbia, SC",SC,,-22
1784,4,2335,22,9,323,"2,677",11,19930,2017-04-20,32134,30559,860,AS,HNL,"Honolulu, HI",HI,SEA,"Seattle, WA",WA,,-13
1785,5,925,12,13,146,967,4,20436,2017-04-21,32457,30325,276,F9,SFO,"San Francisco, CA",CA,DEN,"Denver, CO",CO,,-3
1786,3,1745,6,12,62,259,2,19393,2017-04-26,31423,31123,1123,WN,DSM,"Des Moines, IA",IA,STL,"St. Louis, MO",MO,,66
1787,2,1505,19,5,189,"1,199",5,19790,2017-04-18,30397,30325,377,DL,ATL,"Atlanta, GA",GA,DEN,"Denver, CO",CO,,-27
1790,5,1420,13,16,153,862,4,19977,2017-04-14,30325,32575,744,UA,DEN,"Denver, CO",CO,LAX,"Los Angeles, CA",CA,,-1
1791,1,2150,8,6,114,687,3,19393,2017-04-17,31123,31453,4051,WN,STL,"St. Louis, MO",MO,HOU,"Houston, TX",TX,,-7
1792,3,1215,10,6,74,422,2,19790,2017-04-19,34570,34614,968,DL,RNO,"Reno, NV",NV,SLC,"Salt Lake City, UT",UT,,-16
1793,5,1555,15,7,80,436,2,19393,2017-04-21,30194,33495,931,WN,DAL,"Dallas, TX",TX,MSY,"New Orleans, LA",LA,,66
1794,2,1250,8,4,48,187,1,19393,2017-04-04,31453,31140,1096,WN,HOU,"Houston, TX",TX,CRP,"Corpus Christi, TX",TX,,-4
1795,4,1700,31,8,192,"1,130",5,19393,2017-04-20,30257,33195,2179,WN,ALB,"Albany, NY",NY,TPA,"Tampa, FL",FL,,34
1796,6,1255,24,7,112,581,3,19790,2017-04-15,32467,30397,2026,DL,FLL,"Fort Lauderdale, FL",FL,ATL,"Atlanta, GA",GA,,-6
1797,6,1500,15,3,92,453,2,19790,2017-04-22,30397,32600,1805,DL,ATL,"Atlanta, GA",GA,LIT,"Little Rock, AR",AR,,-5
1798,4,1650,11,7,190,"1,506",7,20436,2017-04-27,30325,33195,300,F9,DEN,"Denver, CO",CO,TPA,"Tampa, FL",FL,,-26
1799,6,1055,9,7,127,879,4,20436,2017-04-08,33105,31714,1161,F9,CVG,"Cincinnati, OH",KY,RSW,"Fort Myers, FL",FL,,24
1800,6,1414,15,9,235,"1,590",7,19790,2017-04-29,30397,34614,1820,DL,ATL,"Atlanta, GA",GA,SLC,"Salt Lake City, UT",UT,,-18
1801,6,1753,17,8,219,"1,325",6,19977,2017-04-29,34100,31453,1765,UA,PHL,"Philadelphia, PA",PA,IAH,"Houston, TX",TX,,-11
1802,7,1215,12,29,167,937,4,19977,2017-04-02,31454,31703,1922,UA,MCO,"Orlando, FL",FL,EWR,"Newark, NJ",NJ,,-4
1803,2,1545,9,5,113,774,4,20366,2017-04-25,31977,30397,5265,EV,GRB,"Green Bay, WI",WI,ATL,"Atlanta, GA",GA,,-32
1804,2,1505,6,4,158,"1,262",6,19393,2017-04-11,30466,31123,1118,WN,PHX,"Phoenix, AZ",AZ,STL,"St. Louis, MO",MO,,8
1805,3,1330,11,4,118,776,4,19977,2017-04-12,34262,30325,1211,UA,PSP,"Palm Springs, CA",CA,DEN,"Denver, CO",CO,,-6
1806,5,945,31,6,124,680,3,19977,2017-04-14,30325,31650,573,UA,DEN,"Denver, CO",CO,MSP,"Minneapolis, MN",MN,,-2
1807,7,920,12,9,264,"2,149",9,19393,2017-04-09,33570,31454,3549,WN,SAN,"San Diego, CA",CA,MCO,"Orlando, FL",FL,,-11
1808,6,715,17,42,381,"2,446",10,19977,2017-04-15,31454,32457,759,UA,MCO,"Orlando, FL",FL,SFO,"San Francisco, CA",CA,,24
1809,7,950,18,9,83,349,2,20304,2017-04-16,30140,30325,5548,OO,ABQ,"Albuquerque, NM",NM,DEN,"Denver, CO",CO,,-7
1810,3,1959,17,6,125,770,4,20436,2017-04-26,30325,31123,288,F9,DEN,"Denver, CO",CO,STL,"St. Louis, MO",MO,,-9
1811,4,1119,23,5,150,930,4,19790,2017-04-27,31057,31650,672,DL,CLT,"Charlotte, NC",NC,MSP,"Minneapolis, MN",MN,,-18
1812,3,1416,15,11,74,258,2,20304,2017-04-12,31123,30977,5818,OO,STL,"St. Louis, MO",MO,ORD,"Chicago, IL",IL,,-13
1813,4,1917,13,8,251,"1,670",7,19790,2017-04-13,33495,32575,1325,DL,MSY,"New Orleans, LA",LA,LAX,"Los Angeles, CA",CA,,23
1814,3,1150,21,3,110,566,3,20304,2017-04-05,30977,30990,3111,OO,ORD,"Chicago, IL",IL,CHO,"Charlottesville, VA",VA,,58
1815,2,1355,8,6,82,524,3,19977,2017-04-18,30849,30325,289,UA,BZN,"Bozeman, MT",MT,DEN,"Denver, CO",CO,,-19
1816,3,1215,29,6,208,"1,489",6,19393,2017-04-19,30559,33198,2174,WN,SEA,"Seattle, WA",WA,MCI,"Kansas City, MO",MO,,5
1817,7,1510,12,5,44,110,1,20304,2017-04-09,30436,30466,3051,OO,TUS,"Tucson, AZ",AZ,PHX,"Phoenix, AZ",AZ,,-8
1818,4,851,16,8,112,639,3,20304,2017-04-06,30436,30325,5479,OO,TUS,"Tucson, AZ",AZ,DEN,"Denver, CO",CO,,21
1819,4,1657,9,7,158,"1,074",5,20409,2017-04-20,31714,31703,130,B6,RSW,"Fort Myers, FL",FL,JFK,"New York, NY",NY,,-30
1820,3,2125,8,4,150,"1,066",5,19393,2017-04-26,31454,33342,3083,WN,MCO,"Orlando, FL",FL,MKE,"Milwaukee, WI",WI,,-25
1821,1,1221,14,7,127,700,3,19805,2017-04-03,34492,32467,1266,AA,RDU,"Raleigh/Durham, NC",NC,MIA,"Miami, FL",FL,,-9
1823,3,1347,29,17,267,"1,846",8,19977,2017-04-05,32457,30977,698,UA,SFO,"San Francisco, CA",CA,ORD,"Chicago, IL",IL,,3
1824,2,1740,11,5,233,"1,481",6,19790,2017-04-18,31295,34614,233,DL,DTW,"Detroit, MI",MI,SLC,"Salt Lake City, UT",UT,,-6
1825,7,1259,27,8,220,"1,192",5,19805,2017-04-30,30852,30194,1602,AA,DCA,"Washington, DC",VA,DFW,"Dallas/Fort Worth, TX",TX,,96
1826,2,1953,11,7,96,515,3,19790,2017-04-18,31714,30397,1226,DL,RSW,"Fort Myers, FL",FL,ATL,"Atlanta, GA",GA,,-20
1827,2,2049,20,5,103,551,3,20366,2017-04-18,30397,30476,5244,EV,ATL,"Atlanta, GA",GA,SHV,"Shreveport, LA",LA,,38
1828,6,930,12,6,56,221,1,20304,2017-04-01,30918,34614,7379,OO,CDC,"Cedar City, UT",UT,SLC,"Salt Lake City, UT",UT,,2
1829,7,2220,20,5,123,746,3,19790,2017-04-02,30397,31703,2415,DL,ATL,"Atlanta, GA",GA,EWR,"Newark, NJ",NJ,,12
1830,6,1905,9,5,63,349,2,19977,2017-04-22,30325,30140,1779,UA,DEN,"Denver, CO",CO,ABQ,"Albuquerque, NM",NM,,-16
1831,1,1622,29,3,96,448,2,20366,2017-04-17,30397,33377,5307,EV,ATL,"Atlanta, GA",GA,MLU,"Monroe, LA",LA,,9
1833,3,1535,20,10,70,236,1,21171,2017-05-03,32575,32211,488,VX,LAX,"Los Angeles, CA",CA,LAS,"Las Vegas, NV",NV,,2
1834,6,1215,10,6,104,616,3,19393,2017-05-20,31454,30693,2770,WN,MCO,"Orlando, FL",FL,BNA,"Nashville, TN",TN,,-12
1836,1,920,11,9,80,351,2,20366,2017-05-08,32448,31453,4047,EV,JAN,"Jackson/Vicksburg, MS",MS,IAH,"Houston, TX",TX,,-16
1837,3,620,8,4,72,277,2,19393,2017-05-31,34576,30852,105,WN,ROC,"Rochester, NY",NY,BWI,"Baltimore, MD",MD,,-2
1838,4,1515,63,5,227,"1,209",5,19393,2017-05-11,30194,30852,1915,WN,DAL,"Dallas, TX",TX,BWI,"Baltimore, MD",MD,,67
1840,1,700,15,9,78,235,1,19790,2017-05-01,30977,31295,301,DL,ORD,"Chicago, IL",IL,DTW,"Detroit, MI",MI,,-3
1841,2,2030,28,4,390,"2,576",11,20409,2017-05-16,31703,32457,167,B6,JFK,"New York, NY",NY,OAK,"Oakland, CA",CA,,-16
1842,2,1635,15,3,101,633,3,20366,2017-05-23,30397,33367,5192,EV,ATL,"Atlanta, GA",GA,MLI,"Moline, IL",IL,,1
1843,2,1858,13,6,156,784,4,20304,2017-05-16,34689,34057,3493,OO,SBA,"Santa Barbara, CA",CA,PDX,"Portland, OR",OR,,5
1845,3,1250,22,9,209,"1,448",6,19930,2017-05-17,30299,30559,980,AS,ANC,"Anchorage, AK",AK,SEA,"Seattle, WA",WA,,3
1846,1,1105,36,40,327,"2,077",9,19805,2017-05-29,33570,31057,2084,AA,SAN,"San Diego, CA",CA,CLT,"Charlotte, NC",NC,,37
1848,7,650,8,10,356,"2,457",10,19977,2017-05-14,30852,32457,753,UA,BWI,"Baltimore, MD",MD,SFO,"San Francisco, CA",CA,,-6
1850,4,1908,18,10,191,946,4,19790,2017-05-25,30397,30721,2100,DL,ATL,"Atlanta, GA",GA,BOS,"Boston, MA",MA,,163
